business_id,application_date,business_name,industry,region,years_in_business,employees,loan_amount,loan_purpose,loan_term,annual_revenue,monthly_expenses,cash_balance,existing_debt,monthly_debt_payments,credit_score,missed_payments,prior_defaults,collateral_type,collateral_value,debt_to_revenue_ratio,debt_service_coverage_ratio,loan_to_collateral_ratio,risk_score,risk_level,decision,interest_rate,pricing_tier,monthly_payment,total_repayment,total_interest_income,approval_probability
1226,2025-06-24,Swakop Farming,Retail,Erongo,14,25,2076160,Technology Upgrade,48,999426,28171,1116592,712751,41054,615,4,0,Livestock,858651,0.71,1.34,2.42,35.7,High Risk,Rejected,0.0,No Pricing Offer,0.0,0.0,0.0,39.27
1227,2025-09-09,Gobabis Trading,Retail,Kavango West,2,82,2058232,Inventory,36,11271242,462720,1030830,1842216,94192,558,3,0,Savings,3153675,0.16,5.06,0.65,7.0,High Risk,Rejected,0.0,No Pricing Offer,0.0,0.0,0.0,7.7
1228,2025-10-20,Kalahari Transport,Retail,Oshana,5,227,2329090,Construction,60,6070528,191842,1594875,2827222,35152,630,7,0,Inventory,2947845,0.47,8.93,0.79,-11.9,High Risk,Rejected,0.0,No Pricing Offer,0.0,0.0,0.0,0.0
1229,2025-02-17,Walvis Farming,Mining Services,Kavango East,13,107,564914,Vehicle Purchase,48,4123313,667746,2903607,15478,79448,506,2,0,Inventory,3545770,0.0,-4.08,0.16,82.0,Low Risk,Approved,0.08,Standard Risk-Based Rate,13791.2,661977.6,97063.6,90.2
1230,2025-08-28,Gobabis Farming,Technology,Kavango East,17,67,2286617,Construction,48,7410054,782247,1848732,690425,6816,466,7,0,Equipment,1225870,0.09,-24.17,1.87,16.2,High Risk,Rejected,0.0,No Pricing Offer,0.0,0.0,0.0,17.82
1231,2025-09-25,Walvis Logistics,Mining Services,Oshana,15,202,2340170,Equipment Purchase,24,10154690,187959,1096977,2209825,95984,508,4,0,Vehicle,4867948,0.22,6.86,0.48,11.1,High Risk,Rejected,0.0,No Pricing Offer,0.0,0.0,0.0,12.21
1232,2025-09-06,Caprivi Farming,Food Services,Kavango West,12,129,995860,Construction,60,9665939,723295,1251818,2767145,107038,832,4,0,Equipment,115201,0.29,0.77,8.64,36.6,High Risk,Rejected,0.0,No Pricing Offer,0.0,0.0,0.0,40.26
1233,2025-02-23,Swakop Retail,Construction,Otjozondjupa,14,112,1299613,Working Capital,60,12892721,196875,858252,2200882,55143,518,1,0,Equipment,1207289,0.17,15.91,1.08,30.0,High Risk,Rejected,0.0,No Pricing Offer,0.0,0.0,0.0,33.0
1234,2025-03-16,Etosha Fishing,Mining Services,Karas,3,96,1606037,Vehicle Purchase,36,5925540,448976,1341915,179430,8455,606,2,0,Property,2001209,0.03,5.3,0.8,44.1,High Risk,Rejected,0.0,No Pricing Offer,0.0,0.0,0.0,48.51
1235,2025-06-24,Windhoek Supplies,Manufacturing,Karas,14,228,996417,Technology Upgrade,48,805154,244684,758822,2193037,61968,488,1,1,Livestock,2704974,2.72,-2.87,0.37,5.0,High Risk,Rejected,0.0,No Pricing Offer,0.0,0.0,0.0,5.5
1236,2025-04-20,Okavango Farming,Manufacturing,Kavango West,16,249,1065228,Equipment Purchase,12,11357446,462077,1069168,1380169,84704,455,7,1,Savings,3996254,0.12,5.72,0.27,-28.9,High Risk,Rejected,0.0,No Pricing Offer,0.0,0.0,0.0,0.0
1237,2025-09-10,Namib Retail,Tourism,Oshikoto,21,207,733222,Payroll Support,12,2069123,261069,1959778,1309835,72259,650,4,0,Property,1294310,0.63,-1.23,0.57,60.6,Medium Risk,Review,0.15,Elevated Risk Premium,66179.38,794152.56,60930.56,66.66
1238,2025-11-10,Walvis Transport,Tourism,Otjozondjupa,13,27,1067209,Vehicle Purchase,12,3514352,484984,1136241,3468162,23120,598,2,0,Inventory,2775404,0.99,-8.31,0.38,21.3,High Risk,Rejected,0.0,No Pricing Offer,0.0,0.0,0.0,23.43
1239,2025-03-18,Namib Logistics,Construction,Oshana,12,117,443792,Vehicle Purchase,60,12760063,447975,2415986,1024051,72406,624,2,0,Inventory,2327303,0.08,8.5,0.19,72.5,Medium Risk,Review,0.15,Elevated Risk Premium,10557.78,633466.8,189674.8,79.75
1240,2025-03-08,Walvis Technologies,Transport,Kavango West,5,75,2432642,Vehicle Purchase,36,4881527,433680,1175071,349312,84213,714,1,1,Property,535296,0.07,-0.32,4.54,40.9,High Risk,Rejected,0.0,No Pricing Offer,0.0,0.0,0.0,44.99
1241,2025-09-04,Luderitz Supplies,Technology,Kavango East,8,220,1826435,Working Capital,12,14456309,424724,568629,1977109,9179,577,1,0,Property,2178938,0.14,84.97,0.84,23.3,High Risk,Rejected,0.0,No Pricing Offer,0.0,0.0,0.0,25.63
1242,2025-05-28,Kunene Retail,Tourism,Erongo,2,118,902538,Inventory,24,11598807,27594,990439,545675,78982,584,6,0,Equipment,525245,0.05,11.89,1.72,-2.2,High Risk,Rejected,0.0,No Pricing Offer,0.0,0.0,0.0,0.0
1243,2025-12-15,Gobabis Transport,Retail,Erongo,19,222,522290,Inventory,48,5216328,786890,1590052,1799007,45351,475,3,0,Inventory,1008905,0.34,-7.77,0.52,35.8,High Risk,Rejected,0.0,No Pricing Offer,0.0,0.0,0.0,39.38
1244,2025-08-07,Okavango Logistics,Transport,Oshikoto,2,98,1219883,Vehicle Purchase,24,11283142,444637,158051,2057910,41257,550,8,0,Savings,290138,0.18,12.01,4.2,-53.4,High Risk,Rejected,0.0,No Pricing Offer,0.0,0.0,0.0,0.0
1245,2025-08-24,Etosha Fishing,Food Services,Oshikoto,14,174,1943271,Working Capital,12,12394371,776281,1506776,2631972,9309,582,1,0,Equipment,2666232,0.21,27.56,0.73,45.0,Medium Risk,Review,0.15,Elevated Risk Premium,175396.36,2104756.32,161485.32,49.5
1246,2025-10-24,Oshana Technologies,Logistics,Oshana,5,128,1476880,Expansion,48,8525595,32365,2612435,2021336,113112,530,8,0,Equipment,169930,0.24,5.99,8.69,-1.5,High Risk,Rejected,0.0,No Pricing Offer,0.0,0.0,0.0,0.0
1247,2025-09-20,Kalahari Fishing,Manufacturing,Karas,21,207,1046558,Construction,60,8329185,699321,2575583,3491441,79439,549,1,1,Property,2562995,0.42,-0.07,0.41,45.0,Medium Risk,Review,0.15,Elevated Risk Premium,24897.54,1493852.4,447294.4,49.5
1248,2025-04-29,Etosha Retail,Mining Services,Kavango West,8,245,1804043,Inventory,12,13425459,753386,366542,2408159,58066,533,0,1,Savings,1638738,0.18,6.29,1.1,-1.5,High Risk,Rejected,0.0,No Pricing Offer,0.0,0.0,0.0,0.0
1249,2025-03-12,Swakop Trading,Food Services,Hardap,19,230,739985,Expansion,36,3383188,759634,1224270,3607594,73167,724,6,0,Savings,3775524,1.07,-6.53,0.2,11.3,High Risk,Rejected,0.0,No Pricing Offer,0.0,0.0,0.0,12.43
1250,2025-04-15,Etosha Transport,Transport,Hardap,13,206,646118,Working Capital,36,3790029,570039,2312737,1041785,81766,738,8,0,Equipment,2800255,0.27,-3.11,0.23,35.1,High Risk,Rejected,0.0,No Pricing Offer,0.0,0.0,0.0,38.61
1251,2025-08-21,Caprivi Tours,Logistics,Kavango West,22,231,2111231,Inventory,48,2520278,701106,2632016,1309872,77839,565,7,0,Inventory,1116385,0.52,-6.31,1.89,43.0,High Risk,Rejected,0.0,No Pricing Offer,0.0,0.0,0.0,47.3
1252,2025-07-14,Okavango Supplies,Manufacturing,Erongo,13,37,2421666,Technology Upgrade,24,3766367,536100,1860114,1341636,110061,700,5,0,Savings,4753791,0.36,-2.02,0.51,43.3,High Risk,Rejected,0.0,No Pricing Offer,0.0,0.0,0.0,47.63
1253,2025-09-22,Luderitz Retail,Food Services,Erongo,25,68,556146,Expansion,60,6552098,86762,431298,1479495,89017,691,0,1,Property,1256652,0.23,5.16,0.44,50.4,Medium Risk,Review,0.15,Elevated Risk Premium,13230.67,793840.2,237694.2,55.44
1254,2025-09-15,Katima Fishing,Agriculture,Kavango West,21,247,1948071,Technology Upgrade,48,13722909,352953,54437,3242720,117196,713,5,0,Vehicle,2823829,0.24,6.75,0.69,1.5,High Risk,Rejected,0.0,No Pricing Offer,0.0,0.0,0.0,1.65
1255,2025-02-13,Otji Technologies,Agriculture,Khomas,23,230,114032,Expansion,60,6404515,273228,2014749,3394542,104490,634,6,0,Savings,1433286,0.53,2.49,0.08,26.2,High Risk,Rejected,0.0,No Pricing Offer,0.0,0.0,0.0,28.82
1256,2025-01-28,Oshana Fishing,Food Services,Khomas,19,207,1105513,Expansion,24,1403776,735247,1129406,1323683,20696,621,5,0,Property,265899,0.94,-29.87,4.16,30.0,High Risk,Rejected,0.0,No Pricing Offer,0.0,0.0,0.0,33.0
1257,2025-01-27,Kunene Fishing,Logistics,Erongo,4,149,839089,Equipment Purchase,12,12950205,37969,1210599,255265,90285,833,6,1,Inventory,2201539,0.02,11.53,0.38,13.0,High Risk,Rejected,0.0,No Pricing Offer,0.0,0.0,0.0,14.3
1258,2025-11-25,Kalahari Fishing,Agriculture,Kavango East,23,28,308354,Equipment Purchase,12,8236692,453113,1369271,1162782,8001,767,4,0,Equipment,4689045,0.14,29.16,0.07,65.0,Medium Risk,Review,0.15,Elevated Risk Premium,27831.51,333978.12,25624.12,71.5
1259,2025-06-30,Oshana Tours,Construction,Kavango West,16,118,2182567,Payroll Support,12,4811356,273889,1997749,248276,8204,641,0,0,Savings,1749695,0.05,15.49,1.25,95.6,Low Risk,Approved,0.08,Standard Risk-Based Rate,189858.07,2278296.84,95729.84,100.0
1260,2025-02-01,Walvis Food Services,Construction,Oshikoto,4,238,1680036,Working Capital,36,1202754,702619,573416,1193719,17781,638,1,0,Vehicle,2675101,0.99,-33.88,0.63,31.3,High Risk,Rejected,0.0,No Pricing Offer,0.0,0.0,0.0,34.43
1261,2025-11-30,Walvis Manufacturing,Construction,Erongo,20,158,580475,Inventory,36,4093444,428585,1363449,2889076,9130,467,6,0,Savings,3653304,0.71,-9.58,0.16,-2.9,High Risk,Rejected,0.0,No Pricing Offer,0.0,0.0,0.0,0.0
1262,2025-10-11,Oshana Transport,Tourism,Kavango West,23,62,487548,Expansion,36,12370147,609651,2834141,293231,34661,570,3,1,Property,853680,0.02,12.15,0.57,71.3,Medium Risk,Review,0.15,Elevated Risk Premium,16901.01,608436.36,120888.36,78.43
1263,2025-10-28,Walvis Transport,Manufacturing,Kavango East,1,208,583012,Inventory,36,11469605,171982,167507,2311217,100575,746,1,1,Property,3265199,0.2,7.79,0.18,-1.7,High Risk,Rejected,0.0,No Pricing Offer,0.0,0.0,0.0,0.0
1264,2025-08-11,Otji Transport,Construction,Oshana,16,66,1290405,Equipment Purchase,60,7488019,494122,547715,3030556,48120,769,5,0,Savings,1660035,0.4,2.7,0.78,11.5,High Risk,Rejected,0.0,No Pricing Offer,0.0,0.0,0.0,12.65
1265,2025-07-30,Caprivi Tours,Mining Services,Karas,1,143,242760,Inventory,36,5344470,325458,1226692,875294,40558,569,7,0,Savings,1878220,0.16,2.96,0.13,-11.8,High Risk,Rejected,0.0,No Pricing Offer,0.0,0.0,0.0,0.0
1266,2025-02-28,Otji Construction,Technology,Oshikoto,3,193,2442986,Inventory,36,10817700,351253,2315639,1597455,22403,489,2,0,Property,4611012,0.15,24.56,0.53,37.7,High Risk,Rejected,0.0,No Pricing Offer,0.0,0.0,0.0,41.47
1267,2025-03-23,Caprivi Tours,Mining Services,Kavango East,14,99,530165,Technology Upgrade,60,7158035,358393,137864,249459,13659,771,7,0,Livestock,421141,0.03,17.43,1.26,12.4,High Risk,Rejected,0.0,No Pricing Offer,0.0,0.0,0.0,13.64
1268,2025-12-06,Otji Technologies,Agriculture,Hardap,14,161,2250128,Payroll Support,48,6701939,444698,1436937,3054105,15294,466,8,1,Property,3221634,0.46,7.44,0.7,-48.2,High Risk,Rejected,0.0,No Pricing Offer,0.0,0.0,0.0,0.0
1269,2025-09-27,Kunene Farming,Agriculture,Hardap,22,217,2201375,Technology Upgrade,60,4342194,621825,124849,2427882,52410,781,6,1,Equipment,2761262,0.56,-4.96,0.8,-8.7,High Risk,Rejected,0.0,No Pricing Offer,0.0,0.0,0.0,0.0
1270,2025-02-19,Gobabis Supplies,Manufacturing,Otjozondjupa,4,18,2151643,Working Capital,48,4844292,114334,437762,3262236,113098,763,4,0,Equipment,1429381,0.67,2.56,1.51,-3.6,High Risk,Rejected,0.0,No Pricing Offer,0.0,0.0,0.0,0.0
1271,2025-02-15,Walvis Manufacturing,Technology,Kavango East,3,40,336039,Working Capital,48,9560799,133229,1328243,1594091,73477,553,1,0,Livestock,1225093,0.17,9.03,0.27,32.4,High Risk,Rejected,0.0,No Pricing Offer,0.0,0.0,0.0,35.64
1272,2025-06-22,Otji Technologies,Mining Services,Erongo,24,20,1543644,Inventory,24,2294728,110057,1062356,2293017,34383,659,3,0,Savings,2148187,1.0,2.36,0.72,46.2,Medium Risk,Review,0.15,Elevated Risk Premium,74846.12,1796306.88,252662.88,50.82
1273,2025-05-27,Etosha Food Services,Agriculture,Oshana,23,96,855885,Payroll Support,24,4737974,62920,1505763,1017695,1896,597,7,1,Equipment,431122,0.21,175.06,1.99,8.1,High Risk,Rejected,0.0,No Pricing Offer,0.0,0.0,0.0,8.91
1274,2025-12-27,Windhoek Trading,Logistics,Karas,14,80,870038,Working Capital,24,12207472,545476,1044268,1302855,37468,587,3,0,Equipment,2719995,0.11,12.59,0.32,33.6,High Risk,Rejected,0.0,No Pricing Offer,0.0,0.0,0.0,36.96
1275,2025-04-20,Namib Trading,Transport,Hardap,25,225,1707446,Equipment Purchase,24,8617638,365964,1503849,2685330,103254,488,6,0,Savings,4448735,0.31,3.41,0.38,11.5,High Risk,Rejected,0.0,No Pricing Offer,0.0,0.0,0.0,12.65
1276,2025-09-10,Oshana Technologies,Food Services,Karas,13,85,1619717,Construction,24,8484930,285070,330902,1146974,21041,629,6,0,Equipment,2027425,0.14,20.06,0.8,-0.5,High Risk,Rejected,0.0,No Pricing Offer,0.0,0.0,0.0,0.0
1277,2025-09-09,Namib Trading,Transport,Kavango East,3,3,1394304,Construction,60,7727805,588790,2890598,3705135,54583,575,8,0,Savings,1421715,0.48,1.01,0.98,-11.2,High Risk,Rejected,0.0,No Pricing Offer,0.0,0.0,0.0,0.0
1278,2025-05-30,Kalahari Farming,Transport,Khomas,19,164,944009,Technology Upgrade,60,1733220,166070,521154,3978981,88237,644,6,0,Livestock,1742655,2.3,-0.25,0.54,-14.5,High Risk,Rejected,0.0,No Pricing Offer,0.0,0.0,0.0,0.0
1279,2025-12-13,Okavango Transport,Manufacturing,Kavango East,22,125,2387516,Construction,48,13790253,176450,1689615,2037423,21555,467,1,0,Inventory,1934342,0.15,45.13,1.23,55.1,Medium Risk,Review,0.15,Elevated Risk Premium,66446.36,3189425.28,801909.28,60.61
1280,2025-06-19,Erongo Transport,Technology,Otjozondjupa,17,56,796765,Vehicle Purchase,60,2670870,613296,1378754,1665791,105568,570,8,0,Savings,2367114,0.62,-3.7,0.34,-0.6,High Risk,Rejected,0.0,No Pricing Offer,0.0,0.0,0.0,0.0
1281,2025-02-06,Namib Logistics,Construction,Erongo,12,128,1170113,Payroll Support,12,13448065,186891,500680,1970668,2723,742,0,0,Property,461422,0.15,342.92,2.54,52.5,Medium Risk,Review,0.15,Elevated Risk Premium,105612.42,1267349.04,97236.04,57.75
1282,2025-08-21,Otji Manufacturing,Food Services,Karas,14,211,672148,Payroll Support,36,1687964,173163,2335702,3682159,19972,705,6,0,Inventory,3863454,2.18,-1.63,0.17,23.4,High Risk,Rejected,0.0,No Pricing Offer,0.0,0.0,0.0,25.74
1283,2025-03-07,Erongo Trading,Agriculture,Oshana,4,226,400361,Inventory,36,6566204,609186,2910162,2503331,47607,806,0,0,Property,4586929,0.38,-1.3,0.09,89.8,Low Risk,Approved,0.08,Standard Risk-Based Rate,12545.86,451650.96,51289.96,98.78
1284,2025-01-01,Erongo Manufacturing,Logistics,Karas,22,245,956200,Equipment Purchase,24,1394002,732134,995716,1694276,6612,633,1,0,Savings,3943913,1.22,-93.16,0.24,61.3,Medium Risk,Review,0.15,Elevated Risk Premium,46362.93,1112710.32,156510.32,67.43
1285,2025-05-17,Gobabis Construction,Food Services,Oshikoto,6,190,425588,Technology Upgrade,48,4148697,590363,943638,2925983,56708,799,3,1,Property,706955,0.71,-4.31,0.6,4.5,High Risk,Rejected,0.0,No Pricing Offer,0.0,0.0,0.0,4.95
1286,2025-10-04,Erongo Construction,Food Services,Khomas,1,128,2213266,Inventory,12,4810887,507447,2711885,1144545,85507,606,7,1,Property,1832510,0.24,-1.25,1.21,-1.1,High Risk,Rejected,0.0,No Pricing Offer,0.0,0.0,0.0,0.0
1287,2025-05-19,Etosha Technologies,Mining Services,Otjozondjupa,9,91,1402183,Payroll Support,36,6892331,175131,880308,2610584,98662,549,3,1,Vehicle,4971658,0.38,4.05,0.28,-14.1,High Risk,Rejected,0.0,No Pricing Offer,0.0,0.0,0.0,0.0
1288,2025-04-08,Luderitz Food Services,Food Services,Kavango West,7,199,556012,Construction,48,14617312,698209,2561911,1006646,24504,451,4,0,Savings,3582453,0.07,21.22,0.16,34.8,High Risk,Rejected,0.0,No Pricing Offer,0.0,0.0,0.0,38.28
1289,2025-10-13,Windhoek Farming,Construction,Khomas,2,78,2480577,Construction,36,2382642,638432,316613,1397239,46708,488,4,0,Vehicle,3338081,0.59,-9.42,0.74,-17.8,High Risk,Rejected,0.0,No Pricing Offer,0.0,0.0,0.0,0.0
1290,2025-10-10,Okavango Farming,Manufacturing,Hardap,8,134,817664,Inventory,48,13911663,284343,1162534,3164952,9483,486,8,0,Vehicle,2373081,0.23,92.27,0.34,-41.8,High Risk,Rejected,0.0,No Pricing Offer,0.0,0.0,0.0,0.0
1291,2025-11-15,Namib Fishing,Tourism,Karas,6,181,2025377,Expansion,24,10062293,453661,2475113,3352597,70627,612,7,0,Equipment,4832193,0.33,5.45,0.42,0.2,High Risk,Rejected,0.0,No Pricing Offer,0.0,0.0,0.0,0.22
1292,2025-05-17,Okavango Supplies,Retail,Erongo,15,91,934259,Inventory,60,2243222,297938,2155015,112274,111743,588,8,1,Equipment,227685,0.05,-0.99,4.1,9.3,High Risk,Rejected,0.0,No Pricing Offer,0.0,0.0,0.0,10.23
1293,2025-08-14,Swakop Technologies,Tourism,Kavango East,6,245,300280,Working Capital,60,4280302,273608,2049479,1316338,78323,675,7,0,Savings,3949178,0.31,1.06,0.08,18.3,High Risk,Rejected,0.0,No Pricing Offer,0.0,0.0,0.0,20.13
1294,2025-08-27,Namib Transport,Agriculture,Oshana,9,139,1780363,Construction,24,7212011,485271,2376680,690012,21292,837,7,0,Livestock,4167213,0.1,5.44,0.43,51.8,Medium Risk,Review,0.15,Elevated Risk Premium,86323.83,2071771.92,291408.92,56.98
1295,2025-01-03,Erongo Retail,Food Services,Karas,5,105,1733331,Inventory,24,1617347,541896,1492423,1617724,43960,556,3,0,Inventory,4351477,1.0,-9.26,0.4,22.8,High Risk,Rejected,0.0,No Pricing Offer,0.0,0.0,0.0,25.08
1296,2025-12-30,Kalahari Fishing,Retail,Otjozondjupa,15,161,128603,Equipment Purchase,60,4246839,734281,849424,242033,109905,504,2,0,Inventory,155325,0.06,-3.46,0.83,41.5,High Risk,Rejected,0.0,No Pricing Offer,0.0,0.0,0.0,45.65
1297,2025-07-22,Katima Manufacturing,Mining Services,Karas,7,170,1023292,Inventory,60,1742005,493961,254734,79560,32355,666,5,0,Equipment,3685040,0.05,-10.78,0.28,11.4,High Risk,Rejected,0.0,No Pricing Offer,0.0,0.0,0.0,12.54
1298,2025-08-07,Caprivi Tours,Manufacturing,Hardap,24,207,2165684,Equipment Purchase,48,12674508,649912,2804821,1457427,16909,563,4,0,Livestock,970753,0.11,24.03,2.23,71.8,Medium Risk,Review,0.15,Elevated Risk Premium,60272.61,2893085.28,727401.28,78.98
1299,2025-11-08,Oshana Logistics,Agriculture,Khomas,2,101,1176931,Expansion,36,14165146,408341,662560,3176532,63972,584,1,0,Property,960077,0.22,12.07,1.23,4.9,High Risk,Rejected,0.0,No Pricing Offer,0.0,0.0,0.0,5.39
1300,2025-09-06,Caprivi Logistics,Logistics,Erongo,14,16,996663,Inventory,24,11731573,638756,1247547,1772758,94820,641,2,0,Vehicle,3007728,0.15,3.57,0.33,46.3,Medium Risk,Review,0.15,Elevated Risk Premium,48324.85,1159796.4,163133.4,50.93
1301,2025-04-13,Etosha Supplies,Manufacturing,Erongo,23,106,1327749,Expansion,48,14629161,515928,250582,3023708,114278,693,2,0,Vehicle,1401298,0.21,6.15,0.95,32.6,High Risk,Rejected,0.0,No Pricing Offer,0.0,0.0,0.0,35.86
1302,2025-12-07,Windhoek Transport,Construction,Khomas,22,112,74092,Expansion,12,10965112,625517,1201947,1725455,85780,743,8,1,Inventory,2247918,0.16,3.36,0.03,0.1,High Risk,Rejected,0.0,No Pricing Offer,0.0,0.0,0.0,0.11
1303,2025-06-05,Etosha Logistics,Construction,Erongo,23,186,2068793,Construction,60,5068763,518966,2851354,3351329,79583,682,4,0,Inventory,1478132,0.66,-1.21,1.4,64.2,Medium Risk,Review,0.15,Elevated Risk Premium,49216.44,2952986.4,884193.4,70.62
1304,2025-05-20,Luderitz Food Services,Tourism,Khomas,20,111,1587867,Payroll Support,48,6897613,763435,2023771,3852895,44279,502,5,1,Livestock,3125664,0.56,-4.26,0.51,-7.9,High Risk,Rejected,0.0,No Pricing Offer,0.0,0.0,0.0,0.0
1305,2025-10-08,Oshana Technologies,Logistics,Oshikoto,6,24,1030000,Technology Upgrade,24,14309065,142539,2610948,2908948,17305,636,5,0,Livestock,912569,0.2,60.67,1.13,25.7,High Risk,Rejected,0.0,No Pricing Offer,0.0,0.0,0.0,28.27
1306,2025-01-08,Otji Transport,Technology,Karas,11,24,1261051,Payroll Support,12,4954378,531317,716375,964111,96646,578,4,1,Vehicle,2812126,0.19,-1.23,0.45,-3.0,High Risk,Rejected,0.0,No Pricing Offer,0.0,0.0,0.0,0.0
1307,2025-01-25,Oshana Food Services,Tourism,Otjozondjupa,1,240,1306510,Inventory,48,4840831,704757,1551322,1794498,86167,710,3,0,Savings,1316550,0.37,-3.5,0.99,31.6,High Risk,Rejected,0.0,No Pricing Offer,0.0,0.0,0.0,34.76
1308,2025-08-21,Katima Construction,Mining Services,Kavango East,15,181,2407012,Construction,36,13386385,339188,1112135,1735313,77821,559,4,0,Property,4195224,0.13,9.98,0.57,21.3,High Risk,Rejected,0.0,No Pricing Offer,0.0,0.0,0.0,23.43
1309,2025-10-01,Katima Construction,Agriculture,Karas,9,48,406449,Expansion,48,4435911,390641,1189081,3214641,6307,624,0,0,Property,718200,0.72,-3.33,0.57,37.5,High Risk,Rejected,0.0,No Pricing Offer,0.0,0.0,0.0,41.25
1310,2025-05-09,Otji Supplies,Manufacturing,Oshana,3,11,874578,Expansion,36,2650700,187580,166227,3925213,11163,584,8,0,Vehicle,4244736,1.48,2.98,0.21,-67.0,High Risk,Rejected,0.0,No Pricing Offer,0.0,0.0,0.0,0.0
1311,2025-03-03,Swakop Logistics,Transport,Khomas,2,70,319051,Construction,36,11116816,571967,1775722,3606643,83126,456,0,0,Vehicle,2295110,0.32,4.26,0.14,18.0,High Risk,Rejected,0.0,No Pricing Offer,0.0,0.0,0.0,19.8
1312,2025-05-27,Swakop Logistics,Logistics,Kavango East,10,156,355286,Payroll Support,36,13263797,339250,1662143,830741,10223,504,8,0,Livestock,2559443,0.06,74.94,0.14,-3.7,High Risk,Rejected,0.0,No Pricing Offer,0.0,0.0,0.0,0.0
1313,2025-01-14,Luderitz Manufacturing,Tourism,Otjozondjupa,6,136,1476937,Expansion,60,7759023,103786,2271450,1622627,29130,732,6,1,Inventory,2344126,0.21,18.63,0.63,13.4,High Risk,Rejected,0.0,No Pricing Offer,0.0,0.0,0.0,14.74
1314,2025-06-17,Katima Trading,Agriculture,Otjozondjupa,16,204,910684,Technology Upgrade,24,9426884,625281,564733,1151948,17201,516,1,0,Livestock,2518984,0.12,9.32,0.36,37.4,High Risk,Rejected,0.0,No Pricing Offer,0.0,0.0,0.0,41.14
1315,2025-10-28,Oshana Transport,Retail,Khomas,13,18,795595,Vehicle Purchase,60,12388148,539024,2126128,3326654,59385,757,6,0,Vehicle,1590028,0.27,8.31,0.5,26.5,High Risk,Rejected,0.0,No Pricing Offer,0.0,0.0,0.0,29.15
1316,2025-04-23,Erongo Logistics,Manufacturing,Hardap,21,142,1604582,Payroll Support,12,8706109,86359,2505913,1465061,40747,475,4,1,Equipment,313388,0.17,15.69,5.12,32.5,High Risk,Rejected,0.0,No Pricing Offer,0.0,0.0,0.0,35.75
1317,2025-07-29,Caprivi Technologies,Technology,Karas,6,104,2396351,Vehicle Purchase,36,3238059,221016,2702145,785731,51910,841,1,0,Equipment,582348,0.24,0.94,4.11,101.3,Low Risk,Approved,0.08,Standard Risk-Based Rate,75092.93,2703345.48,306994.48,100.0
1318,2025-12-09,Namib Tours,Retail,Kavango West,6,232,314700,Technology Upgrade,36,6102444,469021,418398,3218316,74924,543,7,0,Savings,2888329,0.53,0.53,0.11,-46.5,High Risk,Rejected,0.0,No Pricing Offer,0.0,0.0,0.0,0.0
1319,2025-09-29,Caprivi Supplies,Construction,Kavango East,20,206,1749882,Expansion,36,317187,537083,1239210,1397479,4770,712,1,1,Savings,2712716,4.41,-107.05,0.65,54.0,Medium Risk,Review,0.15,Elevated Risk Premium,60660.23,2183768.28,433886.28,59.4
